source,target,Edge Type,source_genre,source_year,target_genre,target_year
16061,15622,LyricalReferenceTo,Doom Metal,2013,Doom Metal,1997
16063,2467,InterpolatesFrom,Lo-Fi Electronica,2010,,
16064,12079,InterpolatesFrom,Desert Rock,2027,Synthwave,2021
16064,6051,LyricalReferenceTo,Desert Rock,2027,,
16067,16728,InterpolatesFrom,Dream Pop,2027,Indie Rock,2017
16070,14569,InStyleOf,Space Rock,2029,Synthpop,2017
16075,8886,InterpolatesFrom,Lo-Fi Electronica,2028,Synthwave,1997
16078,10694,InterpolatesFrom,Psychedelic Rock,2029,Psychedelic Rock,2004
16078,9884,InterpolatesFrom,Psychedelic Rock,2029,Psychedelic Rock,2009
16082,15957,CoverOf,,,,
16084,6762,InStyleOf,Doom Metal,2013,Symphonic Metal,2007
16086,7116,InStyleOf,,,Doom Metal,2007
16086,9116,LyricalReferenceTo,,,Doom Metal,2020
16086,14118,LyricalReferenceTo,,,Indie Folk,2017
16096,11432,InStyleOf,Post-Apocalyptic Folk,2025,Dream Pop,2010
16100,14799,InStyleOf,Dream Pop,2020,Dream Pop,2011
16107,15622,InStyleOf,,,Doom Metal,1997
16107,13747,DirectlySamples,,,Doom Metal,2010
16111,15913,LyricalReferenceTo,,,Americana,2025
16117,3508,DirectlySamples,Alternative Rock,2026,,
16122,1195,LyricalReferenceTo,,,,
16122,5680,InStyleOf,,,Americana,2020
16123,14740,InStyleOf,Doom Metal,2023,Indie Folk,2013
16127,13965,CoverOf,,,Oceanus Folk,2007
16127,9077,InStyleOf,,,Doom Metal,2007
16127,1841,DirectlySamples,,,Indie Folk,2010
16127,3501,DirectlySamples,,,Oceanus Folk,2007
16133,13324,InStyleOf,Oceanus Folk,2004,Oceanus Folk,2004
16137,9249,LyricalReferenceTo,,,Indie Folk,2013
16141,10673,LyricalReferenceTo,Dream Pop,2026,Doom Metal,2013
16141,6912,InStyleOf,Dream Pop,2026,,
16145,15291,LyricalReferenceTo,,,Alternative Rock,2007
16146,6006,InStyleOf,Dream Pop,2020,Doom Metal,2004
16161,4861,CoverOf,Southern Gothic Rock,1996,Speed Metal,1996
16161,15702,InStyleOf,Southern Gothic Rock,1996,Speed Metal,1985
16166,10593,InterpolatesFrom,,,,
16166,13763,InStyleOf,,,Desert Rock,2020
16171,14449,LyricalReferenceTo,Dream Pop,2029,,
16171,42,InStyleOf,Dream Pop,2029,Synthwave,2020
16171,4046,LyricalReferenceTo,Dream Pop,2029,,
16175,2215,LyricalReferenceTo,Doom Metal,2023,Americana,2023
16175,6006,InStyleOf,Doom Metal,2023,Doom Metal,2004
16175,12727,InStyleOf,Doom Metal,2023,Synthwave,2013
16179,9902,InStyleOf,Southern Gothic Rock,2009,Indie Pop,1991
16180,1841,LyricalReferenceTo,Oceanus Folk,2023,Indie Folk,2010
16182,7799,CoverOf,Southern Gothic Rock,1997,Blues Rock,1992
16183,10252,InStyleOf,,,,
16185,3310,InStyleOf,Alternative Rock,2022,Dream Pop,2014
16192,3501,InStyleOf,Oceanus Folk,2026,Oceanus Folk,2007
16192,6818,InterpolatesFrom,Oceanus Folk,2026,Oceanus Folk,2017
16192,12270,InterpolatesFrom,Oceanus Folk,2026,Oceanus Folk,2013
16192,1841,DirectlySamples,Oceanus Folk,2026,Indie Folk,2010
16200,2445,CoverOf,,,Doom Metal,2007
16200,4415,InterpolatesFrom,,,Doom Metal,2013
16205,14401,InStyleOf,,,Darkwave,2019
16205,14965,InStyleOf,,,Doom Metal,2010
16205,13632,InterpolatesFrom,,,Darkwave,2016
16209,7551,CoverOf,Dream Pop,2017,Indie Folk,2011
16209,14799,LyricalReferenceTo,Dream Pop,2017,Dream Pop,2011
16209,13421,CoverOf,Dream Pop,2017,Dream Pop,1994
16209,14210,CoverOf,Dream Pop,2017,Jazz Surf Rock,2000
16209,2510,LyricalReferenceTo,Dream Pop,2017,Dream Pop,1981
16210,6298,LyricalReferenceTo,Dream Pop,2006,Alternative Rock,1994
16211,11432,InterpolatesFrom,Dream Pop,2023,Dream Pop,2010
16211,5790,InStyleOf,Dream Pop,2023,Dream Pop,2007
16211,5233,LyricalReferenceTo,Dream Pop,2023,,
16215,15983,InStyleOf,Avant-Garde Folk,2020,,
16217,14136,InterpolatesFrom,Americana,2020,Doom Metal,2013
16223,42,InStyleOf,Indie Folk,2023,Synthwave,2020
16230,10996,CoverOf,Synthwave,2023,Alternative Rock,2004
16240,2385,InStyleOf,,,Dream Pop,2023
16244,10111,LyricalReferenceTo,Darkwave,2020,Darkwave,2019
16244,16233,InStyleOf,Darkwave,2020,Psychedelic Rock,2004
16248,7891,InStyleOf,Alternative Rock,2008,Blues Rock,1995
16248,13421,InStyleOf,Alternative Rock,2008,Dream Pop,1994
16248,7531,InterpolatesFrom,Alternative Rock,2008,Southern Gothic Rock,1992
16249,12678,InStyleOf,Synthwave,2026,Synthwave,2013
16249,13747,InterpolatesFrom,Synthwave,2026,Doom Metal,2010
16252,4008,LyricalReferenceTo,Dream Pop,2000,Dream Pop,1997
16253,5004,CoverOf,,,Synthwave,2021
16256,12538,InStyleOf,,,,
16256,13574,CoverOf,,,Synthwave,2008
16259,12150,CoverOf,Indie Folk,2023,Indie Folk,2007
16259,3025,InterpolatesFrom,Indie Folk,2023,Oceanus Folk,2017
16264,13563,CoverOf,Oceanus Folk,2026,,
16264,9685,InterpolatesFrom,Oceanus Folk,2026,Oceanus Folk,2013
16264,1841,DirectlySamples,Oceanus Folk,2026,Indie Folk,2010
16264,16524,CoverOf,Oceanus Folk,2026,Oceanus Folk,2013
16269,3163,LyricalReferenceTo,Speed Metal,2013,,
16269,8013,InterpolatesFrom,Speed Metal,2013,Speed Metal,2004
16269,13430,CoverOf,Speed Metal,2013,Speed Metal,1991
16269,6227,CoverOf,Speed Metal,2013,Speed Metal,1999
16269,4861,DirectlySamples,Speed Metal,2013,Speed Metal,1996
16269,14094,CoverOf,Speed Metal,2013,Speed Metal,1998
16269,15047,InStyleOf,Speed Metal,2013,Southern Gothic Rock,1986
16269,5546,InterpolatesFrom,Speed Metal,2013,Speed Metal,2000
16269,8872,InStyleOf,Speed Metal,2013,Speed Metal,1993
16270,13489,InterpolatesFrom,Dream Pop,2029,Post-Apocalyptic Folk,2026
16275,13891,InterpolatesFrom,,,Lo-Fi Electronica,1998
16275,14512,LyricalReferenceTo,,,Lo-Fi Electronica,1997
16275,11327,LyricalReferenceTo,,,Lo-Fi Electronica,1998
16276,11485,InStyleOf,Oceanus Folk,2020,,
16276,3501,LyricalReferenceTo,Oceanus Folk,2020,Oceanus Folk,2007
16279,1841,InStyleOf,Oceanus Folk,2020,Indie Folk,2010
16282,11423,LyricalReferenceTo,Psychedelic Rock,2029,Psychedelic Rock,2023
16282,15261,InStyleOf,Psychedelic Rock,2029,Psychedelic Rock,2022
16287,8382,CoverOf,Synthwave,2025,Dream Pop,2024
16287,1748,InStyleOf,Synthwave,2025,Dream Pop,2023
16287,15409,LyricalReferenceTo,Synthwave,2025,Dream Pop,2019
16290,13576,InStyleOf,Americana,2014,,
16292,3879,InterpolatesFrom,Darkwave,2025,,
16292,2424,LyricalReferenceTo,Darkwave,2025,Darkwave,2023
16295,14760,InStyleOf,,,Indie Pop,2026
16295,6061,InterpolatesFrom,,,Southern Gothic Rock,2010
16295,15521,LyricalReferenceTo,,,Indie Pop,1994
16295,11938,CoverOf,,,Indie Pop,1998
16295,14863,InterpolatesFrom,,,Southern Gothic Rock,2014
16295,6685,LyricalReferenceTo,,,,
16297,5051,InStyleOf,Emo/Pop Punk,2024,Emo/Pop Punk,1997
16297,8230,CoverOf,Emo/Pop Punk,2024,Emo/Pop Punk,1989
16297,249,InterpolatesFrom,Emo/Pop Punk,2024,Emo/Pop Punk,2010
16297,10294,CoverOf,Emo/Pop Punk,2024,,
16297,6315,DirectlySamples,Emo/Pop Punk,2024,Emo/Pop Punk,1987
16297,1955,CoverOf,Emo/Pop Punk,2024,Emo/Pop Punk,1985
16297,11520,InStyleOf,Emo/Pop Punk,2024,Emo/Pop Punk,2007
16297,6245,InterpolatesFrom,Emo/Pop Punk,2024,Emo/Pop Punk,1989
16300,5318,LyricalReferenceTo,Synthwave,2020,Doom Metal,2019
16305,10839,InStyleOf,Indie Folk,2025,Indie Folk,2017
16309,8834,InterpolatesFrom,Psychedelic Rock,2024,Dream Pop,2014
16312,7778,InStyleOf,Psychedelic Rock,2010,Indie Folk,2004
16319,1244,InStyleOf,Dream Pop,2026,,
16319,4006,InStyleOf,Dream Pop,2026,Indie Rock,2007
16323,3531,LyricalReferenceTo,Synthwave,2027,Doom Metal,2017
16327,5051,LyricalReferenceTo,Emo/Pop Punk,2026,Emo/Pop Punk,1997
16327,10294,InStyleOf,Emo/Pop Punk,2026,,
16327,8230,InStyleOf,Emo/Pop Punk,2026,Emo/Pop Punk,1989
16327,13557,LyricalReferenceTo,Emo/Pop Punk,2026,Emo/Pop Punk,2009
16327,11520,InterpolatesFrom,Emo/Pop Punk,2026,Emo/Pop Punk,2007
16327,249,InterpolatesFrom,Emo/Pop Punk,2026,Emo/Pop Punk,2010
16327,5232,LyricalReferenceTo,Emo/Pop Punk,2026,Emo/Pop Punk,2009
16327,6315,InterpolatesFrom,Emo/Pop Punk,2026,Emo/Pop Punk,1987
16328,14438,InterpolatesFrom,Dream Pop,2026,Alternative Rock,2004
16333,833,DirectlySamples,Indie Rock,2020,,
16333,11635,CoverOf,Indie Rock,2020,Synthwave,1999
16335,16724,LyricalReferenceTo,Speed Metal,2017,Speed Metal,2000
16335,2202,LyricalReferenceTo,Speed Metal,2017,,
16335,14976,InStyleOf,Speed Metal,2017,Speed Metal,2010
16336,15703,CoverOf,Dream Pop,2028,,
16336,10674,LyricalReferenceTo,Dream Pop,2028,,
16336,11911,DirectlySamples,Dream Pop,2028,Blues Rock,2026
16336,15241,InStyleOf,Dream Pop,2028,Avant-Garde Folk,2025
16336,5178,InStyleOf,Dream Pop,2028,Lo-Fi Electronica,2027
16339,16646,InterpolatesFrom,Psychedelic Rock,2029,Dream Pop,2024
16343,445,CoverOf,Post-Apocalyptic Folk,2029,,
16343,1502,InStyleOf,Post-Apocalyptic Folk,2029,Psychedelic Rock,2018
16343,15634,InStyleOf,Post-Apocalyptic Folk,2029,Psychedelic Rock,2022
16348,5110,CoverOf,Alternative Rock,2030,Indie Pop,1991
16348,15456,InterpolatesFrom,Alternative Rock,2030,Southern Gothic Rock,1999
16348,4609,InterpolatesFrom,Alternative Rock,2030,Avant-Garde Folk,1997
16348,13984,LyricalReferenceTo,Alternative Rock,2030,Indie Pop,2026
16348,13357,DirectlySamples,Alternative Rock,2030,,
16349,9385,InStyleOf,,,,
16352,3776,InStyleOf,Jazz Surf Rock,2012,Space Rock,2010
16354,6869,InStyleOf,Darkwave,2027,Darkwave,2004
16354,3869,LyricalReferenceTo,Darkwave,2027,Darkwave,2010
16354,5146,InStyleOf,Darkwave,2027,Darkwave,2026
16354,9777,InStyleOf,Darkwave,2027,Darkwave,2002
16354,7908,CoverOf,Darkwave,2027,,
16356,8888,InterpolatesFrom,Dream Pop,2029,Indie Rock,2010
16356,7341,LyricalReferenceTo,Dream Pop,2029,Indie Folk,2020
16360,7680,LyricalReferenceTo,Dream Pop,2024,Dream Pop,2015
16360,6276,CoverOf,Dream Pop,2024,,
16363,9995,DirectlySamples,Dream Pop,2027,Dream Pop,2018
16363,6229,InStyleOf,Dream Pop,2027,,
16365,3862,CoverOf,Dream Pop,2004,,
16366,9716,InStyleOf,,,Americana,1991
16371,966,DirectlySamples,Lo-Fi Electronica,2018,Lo-Fi Electronica,2003
16371,827,InStyleOf,Lo-Fi Electronica,2018,Lo-Fi Electronica,2006
16371,12517,LyricalReferenceTo,Lo-Fi Electronica,2018,Lo-Fi Electronica,2007
16371,14768,InStyleOf,Lo-Fi Electronica,2018,Lo-Fi Electronica,2005
16371,13335,InStyleOf,Lo-Fi Electronica,2018,Lo-Fi Electronica,2002
16373,4046,InStyleOf,,,,
16373,5310,InStyleOf,,,Indie Rock,2024
16373,11280,LyricalReferenceTo,,,Darkwave,2023
16381,15622,InterpolatesFrom,Doom Metal,2013,Doom Metal,1997
16381,2956,CoverOf,Doom Metal,2013,Indie Folk,2008
16385,4576,LyricalReferenceTo,,,,
16385,6194,InterpolatesFrom,,,Dream Pop,2019
16385,9165,InterpolatesFrom,,,Synthwave,2028
16385,12106,LyricalReferenceTo,,,Dream Pop,2025
16385,14080,CoverOf,,,Dream Pop,2026
16385,12294,InterpolatesFrom,,,Alternative Rock,2019
16385,3697,LyricalReferenceTo,,,Darkwave,2022
16392,1320,InStyleOf,Indie Folk,2023,Synthwave,2000
16392,14994,InStyleOf,Indie Folk,2023,Indie Folk,1997
16396,15772,InterpolatesFrom,,,,
16396,13640,CoverOf,,,Dream Pop,2017
16397,11378,InStyleOf,Indie Folk,2013,Indie Folk,2004
16397,8593,InterpolatesFrom,Indie Folk,2013,Doom Metal,2007
16400,12673,InterpolatesFrom,Oceanus Folk,2023,Americana,2013
16400,6994,InterpolatesFrom,Oceanus Folk,2023,Oceanus Folk,2017
16400,5854,InStyleOf,Oceanus Folk,2023,Indie Folk,2017
16402,3025,LyricalReferenceTo,Dream Pop,2029,Oceanus Folk,2017
16404,9236,InStyleOf,Avant-Garde Folk,2022,Southern Gothic Rock,1992
16404,2615,InStyleOf,Avant-Garde Folk,2022,,
16404,7568,LyricalReferenceTo,Avant-Garde Folk,2022,Avant-Garde Folk,2013
16404,1853,LyricalReferenceTo,Avant-Garde Folk,2022,Avant-Garde Folk,2011
16404,16035,CoverOf,Avant-Garde Folk,2022,Avant-Garde Folk,2004
16404,1101,LyricalReferenceTo,Avant-Garde Folk,2022,,
16404,1018,InStyleOf,Avant-Garde Folk,2022,Alternative Rock,2008
16409,15622,DirectlySamples,Dream Pop,2024,Doom Metal,1997
16409,15494,CoverOf,Dream Pop,2024,,
16418,454,CoverOf,Synthwave,2004,Synthwave,1998
16424,11219,CoverOf,Doom Metal,2026,Doom Metal,2013
16424,1611,CoverOf,Doom Metal,2026,Indie Rock,2015
16424,673,InterpolatesFrom,Doom Metal,2026,Doom Metal,2023
16424,5013,InterpolatesFrom,Doom Metal,2026,Indie Folk,2022
16429,5079,DirectlySamples,,,Indie Folk,2020
16432,7116,LyricalReferenceTo,,,Doom Metal,2007
16437,1869,InStyleOf,Indie Rock,2017,Indie Rock,2013
16437,6617,DirectlySamples,Indie Rock,2017,Dream Pop,2017
16440,5802,InStyleOf,,,Indie Pop,1984
16441,12596,InterpolatesFrom,Psychedelic Rock,1999,Psychedelic Rock,1989
16449,15506,LyricalReferenceTo,Indie Rock,2026,Indie Folk,2020
16452,5058,CoverOf,Lo-Fi Electronica,2024,Lo-Fi Electronica,2021
16452,10055,InStyleOf,Lo-Fi Electronica,2024,,
16452,14907,InStyleOf,Lo-Fi Electronica,2024,Dream Pop,2020
16452,10997,LyricalReferenceTo,Lo-Fi Electronica,2024,,
16452,3270,InStyleOf,Lo-Fi Electronica,2024,Speed Metal,2013
16452,14074,LyricalReferenceTo,Lo-Fi Electronica,2024,Dream Pop,2017
16452,11718,InStyleOf,Lo-Fi Electronica,2024,Southern Gothic Rock,2013
16457,1841,InterpolatesFrom,Oceanus Folk,2021,Indie Folk,2010
16457,9685,InStyleOf,Oceanus Folk,2021,Oceanus Folk,2013
16458,13961,LyricalReferenceTo,Americana,2023,,
16462,12668,CoverOf,Dream Pop,2028,Indie Folk,2020
16466,5680,InStyleOf,Dream Pop,2029,Americana,2020
16466,9014,InterpolatesFrom,Dream Pop,2029,Dream Pop,2024
16466,1195,InStyleOf,Dream Pop,2029,,
16466,10641,InStyleOf,Dream Pop,2029,Dream Pop,2027
16471,8029,LyricalReferenceTo,Indie Folk,2023,Desert Rock,2013
16473,8937,CoverOf,Dream Pop,2020,,
16484,1857,InStyleOf,Indie Rock,2023,Indie Rock,2006
16484,6616,InterpolatesFrom,Indie Rock,2023,Indie Rock,2011
16484,13484,InterpolatesFrom,Indie Rock,2023,,
16485,2002,InStyleOf,Dream Pop,2024,Doom Metal,2004
16487,12673,InterpolatesFrom,Indie Folk,2020,Americana,2013
16494,2360,CoverOf,Indie Rock,2026,Indie Rock,2017
16494,4006,DirectlySamples,Indie Rock,2026,Indie Rock,2007
16494,11319,CoverOf,Indie Rock,2026,,
16494,1857,LyricalReferenceTo,Indie Rock,2026,Indie Rock,2006
16494,1244,InStyleOf,Indie Rock,2026,,
16494,9916,CoverOf,Indie Rock,2026,Indie Rock,2018
16494,15771,CoverOf,Indie Rock,2026,Indie Rock,2018
16494,13484,InterpolatesFrom,Indie Rock,2026,,
16494,876,LyricalReferenceTo,Indie Rock,2026,Indie Rock,2010
16494,6616,InStyleOf,Indie Rock,2026,Indie Rock,2011
16494,2683,InStyleOf,Indie Rock,2026,,
16495,6745,LyricalReferenceTo,Southern Gothic Rock,1997,Indie Pop,1994
16495,13357,LyricalReferenceTo,Southern Gothic Rock,1997,,
16495,8814,DirectlySamples,Southern Gothic Rock,1997,Alternative Rock,1994
16496,14351,InterpolatesFrom,Alternative Rock,2023,,
16496,11446,InStyleOf,Alternative Rock,2023,,
16500,16585,CoverOf,Post-Apocalyptic Folk,2004,Darkwave,1987
16501,9526,InStyleOf,Synthwave,2000,Synthwave,2001
16505,6949,LyricalReferenceTo,Dream Pop,2032,Indie Rock,2017
16508,3501,DirectlySamples,,,Oceanus Folk,2007
16508,12150,InStyleOf,,,Indie Folk,2007
16510,14987,InterpolatesFrom,,,Doom Metal,2017
16510,9868,LyricalReferenceTo,,,,
16510,3025,InterpolatesFrom,,,Oceanus Folk,2017
16513,5949,LyricalReferenceTo,Doom Metal,2023,,
16514,15622,LyricalReferenceTo,Americana,2013,Doom Metal,1997
16519,4541,CoverOf,Psychedelic Rock,2026,Psychedelic Rock,2023
16519,445,InterpolatesFrom,Psychedelic Rock,2026,,
16519,11217,LyricalReferenceTo,Psychedelic Rock,2026,Dream Pop,2008
16519,8717,InterpolatesFrom,Psychedelic Rock,2026,Doom Metal,2017
16519,16478,InterpolatesFrom,Psychedelic Rock,2026,,
16522,6006,InStyleOf,Doom Metal,2029,Doom Metal,2004
16522,1884,InterpolatesFrom,Doom Metal,2029,,
16522,13574,InterpolatesFrom,Doom Metal,2029,Synthwave,2008
16522,15699,CoverOf,Doom Metal,2029,Indie Folk,2026
16522,1172,InStyleOf,Doom Metal,2029,Doom Metal,2017
16524,1841,InterpolatesFrom,Oceanus Folk,2013,Indie Folk,2010
16528,2927,DirectlySamples,Emo/Pop Punk,2003,Southern Gothic Rock,1987
16528,550,InStyleOf,Emo/Pop Punk,2003,Southern Gothic Rock,1999
16530,9096,InterpolatesFrom,Desert Rock,2029,Oceanus Folk,2017
16530,1841,InterpolatesFrom,Desert Rock,2029,Indie Folk,2010
16535,5432,DirectlySamples,Post-Apocalyptic Folk,2010,Synthwave,2004
16535,933,CoverOf,Post-Apocalyptic Folk,2010,Dream Pop,1998
16543,2843,CoverOf,,,Southern Gothic Rock,1986
16547,11290,InStyleOf,Synthwave,2021,Synthwave,2003
16551,8055,InterpolatesFrom,Southern Gothic Rock,2013,Alternative Rock,2004
16551,16162,InStyleOf,Southern Gothic Rock,2013,,
16552,16036,InterpolatesFrom,Alternative Rock,2028,Alternative Rock,2005
16555,11672,InterpolatesFrom,,,Post-Apocalyptic Folk,2020
16564,1162,CoverOf,Dream Pop,2029,Indie Folk,2013
16570,5767,CoverOf,,,,
16570,15622,CoverOf,,,Doom Metal,1997
16570,6896,DirectlySamples,,,Doom Metal,2013
16572,10367,InterpolatesFrom,Alternative Rock,2021,Synthwave,2013
16577,11097,InterpolatesFrom,,,Darkwave,2019
16577,10699,LyricalReferenceTo,,,Indie Folk,2017
16582,13563,LyricalReferenceTo,Oceanus Folk,2023,,
16582,3194,InStyleOf,Oceanus Folk,2023,Oceanus Folk,2017
16584,1333,InStyleOf,Jazz Surf Rock,2015,Jazz Surf Rock,2010
16584,14893,InStyleOf,Jazz Surf Rock,2015,Synthwave,2007
16584,9754,InterpolatesFrom,Jazz Surf Rock,2015,,
16586,3457,InterpolatesFrom,Synthwave,2026,Indie Folk,2023
16586,16225,InStyleOf,Synthwave,2026,Oceanus Folk,2017
16586,1841,InStyleOf,Synthwave,2026,Indie Folk,2010
16589,16001,InStyleOf,Emo/Pop Punk,2004,Dream Pop,1996
16589,16389,DirectlySamples,Emo/Pop Punk,2004,Southern Gothic Rock,1992
16589,12923,DirectlySamples,Emo/Pop Punk,2004,Southern Gothic Rock,2002
16590,14569,CoverOf,Americana,2026,Synthpop,2017
16590,10444,CoverOf,Americana,2026,Indie Folk,2017
16597,13413,InterpolatesFrom,,,Indie Folk,2022
16603,922,CoverOf,Jazz Surf Rock,2029,,
16603,11603,InterpolatesFrom,Jazz Surf Rock,2029,,
16614,12052,InStyleOf,Indie Folk,2013,Dream Pop,2010
16615,912,InterpolatesFrom,Dream Pop,2022,Indie Folk,2017
16615,6367,InStyleOf,Dream Pop,2022,,
16615,13374,InStyleOf,Dream Pop,2022,Doom Metal,2013
16616,12817,InterpolatesFrom,Post-Apocalyptic Folk,2020,Synthwave,2000
16616,15605,InStyleOf,Post-Apocalyptic Folk,2020,,
16617,5283,InStyleOf,Emo/Pop Punk,2010,Indie Pop,2003
16617,14610,InterpolatesFrom,Emo/Pop Punk,2010,Southern Gothic Rock,1991
16617,10600,CoverOf,Emo/Pop Punk,2010,Alternative Rock,2005
16617,3407,LyricalReferenceTo,Emo/Pop Punk,2010,Southern Gothic Rock,1987
16620,9237,CoverOf,,,Jazz Surf Rock,2005
16624,15422,DirectlySamples,Desert Rock,2029,Psychedelic Rock,2019
16624,5425,DirectlySamples,Desert Rock,2029,Doom Metal,2013
16624,10673,DirectlySamples,Desert Rock,2029,Doom Metal,2013
16624,7114,LyricalReferenceTo,Desert Rock,2029,,
16624,1841,InStyleOf,Desert Rock,2029,Indie Folk,2010
16624,11300,LyricalReferenceTo,Desert Rock,2029,,
16626,9003,InStyleOf,Dream Pop,2021,Oceanus Folk,2004
16631,2489,CoverOf,Blues Rock,2023,Indie Pop,2007
16631,5913,InStyleOf,Blues Rock,2023,,
16632,3931,InStyleOf,Dream Pop,2028,Indie Folk,2023
16632,12245,LyricalReferenceTo,Dream Pop,2028,Indie Folk,2017
16632,12858,LyricalReferenceTo,Dream Pop,2028,Doom Metal,2023
16632,3688,InterpolatesFrom,Dream Pop,2028,Doom Metal,2026
16632,9116,InterpolatesFrom,Dream Pop,2028,Doom Metal,2020
16632,14118,LyricalReferenceTo,Dream Pop,2028,Indie Folk,2017
16632,1849,InStyleOf,Dream Pop,2028,Indie Folk,2027
16635,9129,InStyleOf,,,Dream Pop,1986
16638,6072,LyricalReferenceTo,,,Synthwave,1998
16658,1524,LyricalReferenceTo,Synthwave,2018,Psychedelic Rock,2009
16658,15189,InStyleOf,Synthwave,2018,Doom Metal,2003
16658,2403,InStyleOf,Synthwave,2018,Indie Folk,2007
16659,7263,CoverOf,,,,
16665,962,InStyleOf,Doom Metal,2017,Indie Folk,2013
16665,14136,InStyleOf,Doom Metal,2017,Doom Metal,2013
16672,10361,LyricalReferenceTo,Dream Pop,2023,Post-Apocalyptic Folk,2011
16672,12015,InterpolatesFrom,Dream Pop,2023,Indie Folk,2017
16679,12558,InterpolatesFrom,Dream Pop,2028,,
16686,14769,InStyleOf,Indie Folk,2028,Synthpop,2020
16686,11290,InterpolatesFrom,Indie Folk,2028,Synthwave,2003
16690,8373,CoverOf,,,Indie Folk,2020
16695,14118,InStyleOf,Indie Folk,2023,Indie Folk,2017
16695,9696,CoverOf,Indie Folk,2023,Synthwave,2020
16697,4169,InterpolatesFrom,Alternative Rock,2026,Southern Gothic Rock,2013
16697,15150,InStyleOf,Alternative Rock,2026,Southern Gothic Rock,2017
16697,2068,LyricalReferenceTo,Alternative Rock,2026,Southern Gothic Rock,1996
16697,8891,InterpolatesFrom,Alternative Rock,2026,Southern Gothic Rock,2009
16699,9150,InterpolatesFrom,Doom Metal,2025,Alternative Rock,2024
16699,14987,InStyleOf,Doom Metal,2025,Doom Metal,2017
16699,4046,CoverOf,Doom Metal,2025,,
16702,11984,InStyleOf,Avant-Garde Folk,1997,Blues Rock,1991
16705,7116,LyricalReferenceTo,Synthwave,2017,Doom Metal,2007
16705,10673,CoverOf,Synthwave,2017,Doom Metal,2013
16707,3304,InterpolatesFrom,Space Rock,2021,,
16710,4541,InStyleOf,Dream Pop,2027,Psychedelic Rock,2023
16710,14223,LyricalReferenceTo,Dream Pop,2027,Psychedelic Rock,2024
16710,14965,DirectlySamples,Dream Pop,2027,Doom Metal,2010
16710,13332,InterpolatesFrom,Dream Pop,2027,Darkwave,2022
16716,15287,InterpolatesFrom,Indie Pop,2018,,
16720,13519,InStyleOf,Blues Rock,2000,Blues Rock,1987
16720,15362,InterpolatesFrom,Blues Rock,2000,Blues Rock,1997
16724,13543,InterpolatesFrom,Speed Metal,2000,,
16724,15343,InterpolatesFrom,Speed Metal,2000,Speed Metal,1987
16724,4583,InStyleOf,Speed Metal,2000,Speed Metal,1983
16727,15622,InStyleOf,Indie Folk,2013,Doom Metal,1997
16729,7982,InStyleOf,,,Oceanus Folk,2024
16734,1841,InStyleOf,Oceanus Folk,2013,Indie Folk,2010
16736,14241,LyricalReferenceTo,Dream Pop,2006,Synthwave,1991
16739,7395,LyricalReferenceTo,Doom Metal,2023,Synthwave,2021
16943,17327,InStyleOf,,,,
16943,17314,InterpolatesFrom,,,,
16944,13883,InStyleOf,,,,
16945,13916,InStyleOf,,,Dream Pop,2029
16952,17299,InterpolatesFrom,,,,
16954,880,InStyleOf,,,,
16955,2572,CoverOf,Indie Folk,2032,Synthwave,2004
16955,6008,InStyleOf,Indie Folk,2032,Indie Rock,2017
16957,5009,LyricalReferenceTo,Indie Folk,2037,Dream Pop,2023
16960,17260,InStyleOf,,,,
16960,17314,InterpolatesFrom,,,,
16963,10659,CoverOf,Synthwave,2031,Dream Pop,2025
16964,13732,InStyleOf,Synthwave,2031,Doom Metal,2012
16966,17327,LyricalReferenceTo,,,,
16966,17192,InterpolatesFrom,,,,
16970,3411,InterpolatesFrom,Doom Metal,2036,,
16970,2933,CoverOf,Doom Metal,2036,Dream Pop,2029
16971,17314,InterpolatesFrom,,,,
16971,17260,InStyleOf,,,,
16972,11002,CoverOf,,,Indie Rock,2010
16975,7567,InterpolatesFrom,Alternative Rock,2039,Dream Pop,2013
16977,17314,InStyleOf,,,,
